suggerisco suggerisci suggerisce suggeriamo suggerite suggeriscono 
chiudo chiudi chiude chiudiamo chiudete chiudono 
porto porti porta portiamo portate portano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
premedito premediti premedita premeditiamo premeditate premeditano 
pipisco pipisci pipisce pipiamo pipite pipiscono 
scroscio scrosci scroscia scrosciamo scrosciate scrosciano 
brillo brilli brilla brilliamo brillate brillano 
— — luce — — lucono 
devio devi devia deviamo deviate deviano 
unizzo unizzi unizza unizziamo unizzate unizzano 
mammo mammi mamma mammiamo mammate mammano 
esco esci esce esciamo escite escono 
prendo prendi prende prendiamo prendete prendono 
vendo vendi vende vendiamo vendete vendono 
sono sei è siamo siete sono 
giorno giorni giorna giorniamo giornate giornano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
cattivo cattivi cattiva cattiviamo cattivate cattivano 
sono sei è siamo siete sono 
dò dai da diamo date danno 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
servo servi serva serviamo servate servano 
immagino immagini immagina immaginiamo immaginate immaginano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
ridò ridai ridà ridiamo ridate ridanno 
faccio fai fa faciamo facete facciono 
mammo mammi mamma mammiamo mammate mammano 
sto stai sta stiamo state stanno 
veggo vedi vede vediamo vedete vedono 
voglio vuoi vuole vogliamo volete vogliono 
diposito dipositi diposita dipositiamo dipositate dipositano 
importo importi importa importiamo importate importano 
figlio figli figlia figliamo figliate figliano 
voglio vuoi vuole vogliamo volete vogliono 
svociferare svogliare svolacchiare svolare svolazzare svolere 
faccio fai fa faciamo facete facciono 
sobbalzo sobbalzi sobbalza sobbalziamo sobbalzate sobbalzano 
sono sei è siamo siete sono 
volto volti volta voltiamo voltate voltano 
lego legi lege legiamo legete legono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
rimetto rimetti rimette rimettiamo rimettete rimettono 
pipisco pipisci pipisce pipiamo pipite pipiscono 
veggo vedi vede vediamo vedete vedono 
scappo scappi scappa scappiamo scappate scappano 
dico dici dice diciamo dicete dicono 
sono sei è siamo siete sono 
posso puoi può possiamo potete possono 
sollevo sollevi solleva solleviamo sollevate sollevano 
litigo litighi litiga litighiamo litigate litigano 
sono sei è siamo siete sono 
butto butti butta buttiamo buttate buttano 
gi(u)oco gi(u)ochi gi(u)oca giochiamo giocate gi(u)ocano 
tombolo tomboli tombola tomboliamo tombolate tombolano 
tombolo tomboli tombola tomboliamo tombolate tombolano 
tiro tiri tira tiriamo tirate tirano 
sto stai sta stiamo state stanno 
vinco vinci vince vinciamo vincete vincono 
arrivo arrivi arriva arriviamo arrivate arrivano 
oro ori ora oriamo orate orano 
riesco riesci riesce riusciamo riuscite riescono 
vado vai va andiamo andate vanno 
continuo continui continua continuiamo continuate continuano 
uniformo uniformi uniforma uniformiamo uniformate uniformano 
scendo scendi scende scendiamo scendete scendono 
so sai sa sappiamo sapete sanno 
racconto racconti racconta raccontiamo raccontate raccontano 
favolo favoli favola favoliamo favolate favolano 
addormento addormenti addormenta addormentiamo addormentate addormentano 
racconto racconti racconta raccontiamo raccontate raccontano 
sono sei è siamo siete sono 
nascondo nascondi nasconde nascondiamo nascondete nascondono 
finisco finisci finisce finiamo finite finiscono 
sbaglio sbagli sbaglia sbagliamo sbagliate sbagliano 
piaccio piaci piace piaciamo piacete piaciono 
storio stori storia storiamo storiate storiano 
sono sei è siamo siete sono 
temo temi teme temiamo temete temono 
amico amichi amica amichiamo amicate amicano 
torno torni torna torniamo tornate tornano 
racconto racconti racconta raccontiamo raccontate raccontano 
volto volti volta voltiamo voltate voltano 
chiedo chiedi chiede chiediamo chiedete chiedono 
favolo favoli favola favoliamo favolate favolano 
sono sei è siamo siete sono 
onoro onori onora onoriamo onorate onorano 
sono sei è siamo siete sono 
conosco conosci conosce conosciamo conoscete conoscono 
so sai sa sappiamo sapete sanno 
devo devi deve dobbiamo dovete debbono 
ammattono ammattoni ammattona ammattoniamo ammattonate ammattonano 
sono sei è siamo siete sono 
conosco conosci conosce conosciamo conoscete conoscono 
conosco conosci conosce conosciamo conoscete conoscono 
ricordo ricordi ricorda ricordiamo ricordate ricordano 
favolo favoli favola favoliamo favolate favolano 
racconto racconti racconta raccontiamo raccontate raccontano 
volto volti volta voltiamo voltate voltano 
racconto racconti racconta raccontiamo raccontate raccontano 
ricordo ricordi ricorda ricordiamo ricordate ricordano 
vado vai va andiamo andate vanno 
tendo tendi tenda tendiamo tendate tendano 
sento senti sente sentiamo sentite sentono 
strillo strilli strilla strilliamo strillate strillano 
cucino cucini cucina cuciniamo cucinate cucinano 
metto metti mette mettiamo mettete mettono 
lego legi lege legiamo legete legono 
sono sei è siamo siete sono 
testo testi testa testiamo testate testano 
sussurro sussurri sussurra sussurriamo sussurrate sussurrano 
orecchio orecchi orecchia orecchiamo orecchiate orecchiano 
arrampico arrampichi arrampica arrampichiamo arrampicate arrampicano 
albero alberi albera alberiamo alberate alberano 
frutto frutti frutta fruttiamo fruttate fruttano 
giorno giorni giorna giorniamo giornate giornano 
sto stai sta stiamo state stanno 
sono sei è siamo siete sono 
strego streghi strega streghiamo stregate stregano 
lancio lanci lancia lanciamo lanciate lanciano 
interrompo interrompi interrompe interrompiamo interrompete interrompono 
detto detti detta dettiamo dettate dettano 
strego streghi strega streghiamo stregate stregano 
sopro sopri sopra sopriamo soprate soprano 
naso nasi nasa nasiamo nasate nasano 
mangio mangi mangia mangiamo mangiate mangiano 
sono sei è siamo siete sono 
racconto racconti racconta raccontiamo raccontate raccontano 
veggo vedi vede vediamo vedete vedono 
taglio tagli taglia tagliamo tagliate tagliano 
metto metti mette mettiamo mettete mettono 
attacco attacchi attacca attacchiamo attaccate attaccano 
como comi come comiamo comete comono 
pelliccio pellicci pelliccia pellicciamo pellicciate pellicciano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
storio stori storia storiamo storiate storiano 
lancio lanci lancia lanciamo lanciate lanciano 
sono sei è siamo siete sono 
ridanzo ridanzi ridanza ridanziamo ridanzate ridanzano 
piaccio piaci piace piaciamo piacete piaciono 
strego streghi strega streghiamo stregate stregano 
detto detti detta dettiamo dettate dettano 
lancio lanci lancia lanciamo lanciate lanciano 
piscio pisci piscia pisciamo pisciate pisciano 
strego streghi strega streghiamo stregate stregano 
vomisco vomisci vomisce vomiamo vomite vomiscono 
dò dai da diamo date danno 
valgo vali vale valiamo valete valgono 
scemo scemi scema scemiamo scemate scemano 
posso puoi può possiamo potete possono 
calmo calmi calma calmiamo calmate calmano 
faccio fai fa faciamo facete facciono 
rompo rompi rompe rompiamo rompete rompono 
sono sei è siamo siete sono 
scendo scendi scende scendiamo scendete scendono 
dò dai da diamo date danno 
strego streghi strega streghiamo stregate stregano 
prendo prendi prende prendiamo prendete prendono 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
spallo spalli spalla spalliamo spallate spallano 
mangio mangi mangia mangiamo mangiate mangiano 
sono sei è siamo siete sono 
pesanto pesanti pesanta pesantiamo pesantate pesantano 
strego streghi strega streghiamo stregate stregano 
faccio fai fa faciamo facete facciono 
devo devi deve dobbiamo dovete debbono 
fedecommetto fedecommetti fedecommette fedecommettiamo fedecommettete fedecommettono 
certo certi certa certiamo certate certano 
pungo pugni pugne pugniamo pugnete pungono 
devo devi deve dobbiamo dovete debbono 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
pipisco pipisci pipisce pipiamo pipite pipiscono 
lascio lasci lascia lasciamo lasciate lasciano 
sono sei è siamo siete sono 
albero alberi albera alberiamo alberate alberano 
taglio tagli taglia tagliamo tagliate tagliano 
cordo cordi corda cordiamo cordate cordano 
sono sei è siamo siete sono 
esco esci esce usciamo uscite escono 
ficco ficchi ficca ficchiamo ficcate ficcano 
detto detti detta dettiamo dettate dettano 
apposto apposti apposta appostiamo appostate appostano 
vanvereggio vanvereggi vanvereggia vanvereggiamo vanvereggiate vanvereggiano 
conosco conosci conosce conosciamo conoscete conoscono 
sono sei è siamo siete sono 
lascio lasci lascia lasciamo lasciate lasciano 
panno panni panna panniamo pannate pannano 
vicino vicini vicina viciniamo vicinate vicinano 
arrivo arrivi arriva arriviamo arrivate arrivano 
lavo lavi lava laviamo lavate lavano 
sto stai sta stiamo state stanno 
so sai sa sappiamo sapete sanno 
metto metti mette mettiamo mettete mettono 
detto detti detta dettiamo dettate dettano 
strego streghi strega streghiamo stregate stregano 
riprendo riprendi riprende riprendiamo riprendete riprendono 
metto metti mette mettiamo mettete mettono 
sono sei è siamo siete sono 
detto detti detta dettiamo dettate dettano 
vengo vieni viene veniamo venite vengono 
apro apri apre apriamo aprite aprono 
preparo prepari prepara prepariamo preparate preparano 
boccacceggio boccacceggi boccacceggia boccacceggiamo boccacceggiate boccacceggiano 
metto metti mette mettiamo mettete mettono 
strego streghi strega streghiamo stregate stregano 
vuoto vuoti vuota vuotiamo vuotate vuotano 
sono sei è siamo siete sono 
salto salti salta saltiamo saltate saltano 
comincio cominci comincia cominciamo cominciate cominciano 
sono sei è siamo siete sono 
scendo scendi scende scendiamo scendete scendono 
comincio cominci comincia cominciamo cominciate cominciano 
butto butti butta buttiamo buttate buttano 
strego streghi strega streghiamo stregate stregano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
censuro censuri censura censuriamo censurate censurano 
trovo trovi trova troviamo trovate trovano 
sono sei è siamo siete sono 
pongo poni pone poniamo ponete pongono 
sono sei è siamo siete sono 
detto detti detta dettiamo dettate dettano 
mangio mangi mangia mangiamo mangiate mangiano 
sono sei è siamo siete sono 
dormo dormi dorme dormiamo dormite dormono 
sono sei è siamo siete sono 
brutto brutti brutta bruttiamo bruttate bruttano 
storio stori storia storiamo storiate storiano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
ritrovo ritrovi ritrova ritroviamo ritrovate ritrovano 
bagno bagni bagna bagniamo bagnate bagnano 
matto matti matta mattiamo mattate mattano 
dopo dopi dopa dopiamo dopate dopano 
apro apri apre apriamo aprite aprono 
porto porti porta portiamo portate portano 
sto stai sta stiamo state stanno 
faccio fai fa faciamo facete facciono 
barbo barbi barba barbiamo barbate barbano 
testo testi testa testiamo testate testano 
pendo pendi pende pendiamo pendete pendono 
liso lisi lisa lisiamo lisate lisano 
ingiallisco ingiallisci ingiallisce ingialliamo ingiallite ingialliscono 
dò dai da diamo date danno 
esco esci esce usciamo uscite escono 
trampolo trampoli trampola trampoliamo trampolate trampolano 
secco secchi secca secchiamo seccate seccano 
pelo peli pela peliamo pelate pelano 
porto porti porta portiamo portate portano 
aspro aspri aspra aspriamo asprate asprano 
nascondo nascondi nasconde nascondiamo nascondete nascondono 
sono sei è siamo siete sono 
giro giri gira giriamo girate girano 
verso versi versa versiamo versate versano 
squadro squadri squadra squadriamo squadrate squadrano 
occo occhi occa occhiamo occate occano 
gonfio gonfi gonfia gonfiamo gonfiate gonfiano 
coperto coperti coperta copertiamo copertate copertano 
schiumo schiumi schiuma schiumiamo schiumate schiumano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
punto punti punta puntiamo puntate puntano 
petto petti petta pettiamo pettate pettano 
sono sei è siamo siete sono 
giorno giorni giorna giorniamo giornate giornano 
allungo allunghi allunga allunghiamo allungate allungano 
rispio rispii rispia rispiamo rispiate rispiano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
pulisco pulisci pulisce puliamo pulite puliscono 
rasoio rasoi rasoia rasoiamo rasoiate rasoiano 
so sai sa sappiamo sapete sanno 
endico endichi endica endichiamo endicate endicano 
insegno insegni insegna insegniamo insegnate insegnano 
scuso scusi scusa scusiamo scusate scusano 
resto resti resta restiamo restate restano 
impalo impali impala impaliamo impalate impalano 
como comi come comiamo comete comono 
veggo vedi vede vediamo vedete vedono 
storpio storpi storpia storpiamo storpiate storpiano 
cerco cerchi cerca cerchiamo cercate cercano 
faccio fai fa faciamo facete facciono 
ricomincio ricominci ricomincia ricominciamo ricominciate ricominciano 
collo colli colla colliamo collate collano 
figlio figli figlia figliamo figliate figliano 
squadro squadri squadra squadriamo squadrate squadrano 
attraverso attraversi attraversa attraversiamo attraversate attraversano 
sono sei è siamo siete sono 
diposito dipositi diposita dipositiamo dipositate dipositano 
prendo prendi prende prendiamo prendete prendono 
dò dai da diamo date danno 
sono sei è siamo siete sono 
esco esci esce esciamo escite escono 
chiudo chiudi chiude chiudiamo chiudete chiudono 
porto porti porta portiamo portate portano 
corro corri corre corriamo correte corrono 
dò dai da diamo date danno 
mammo mammi mamma mammiamo mammate mammano 
tolgo togli toglie togliamo togliete tolgono 
lego legi lege legiamo legete legono 
vesto vesti veste vestiamo vestite vestono 
sono sei è siamo siete sono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
bagno bagni bagna bagniamo bagnate bagnano 
dò dai da diamo date danno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
detto detti detta dettiamo dettate dettano 
vengo vieni viene veniamo venite vengono 
giorno giorni giorna giorniamo giornate giornano 
sollevo sollevi solleva solleviamo sollevate sollevano 
rigiro rigiri rigira rigiriamo rigirate rigirano 
decido decidi decide decidiamo decidete decidono 
dormo dormi dorme dormiamo dormite dormono 
lego legi lege legiamo legete legono 
noio noi noia noiamo noiate noiano 
